Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,Выполняемые функции,Должность за кем закреплен ТС,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
,,,,,,,,10.04.2024,"42,00",10.04.2024,"42,00",,
,,,,,,,,12.04.2024,"41,00",12.04.2024,"41,00",,
,,,,,,,,13.04.2024,"10,00",13.04.2024,"10,00",,
,,,,,,,,14.04.2024,"6,00",14.04.2024,"6,00",,
,,,,,,,,17.04.2024,"26,00",17.04.2024,"26,00",,
,,,,,,,,19.04.2024,"1,00",19.04.2024,"1,00",,
,,,,,,,,21.04.2024,"13,00",21.04.2024,"13,00",,
,,,,,,,,25.04.2024,"17,00",25.04.2024,"17,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0050ОА04,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,"23,2",1,"4,8"
,,,,,,,,,,18.04.2024,"2,20",,
,,,,,,,,,,25.04.2024,"1,00",,
,,,,,,,,,,30.04.2024,"20,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,А931СЕ104,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,17492,,18992,3,"5,9"
,,,,,,,,01.04.2024,"376,00",01.04.2024,"376,00",,
,,,,,,,,02.04.2024,"347,00",02.04.2024,"947,00",,
,,,,,,,,03.04.2024,"1079,00",03.04.2024,"1079,00",,
,,,,,,,,04.04.2024,"156,00",04.04.2024,"156,00",,
,,,,,,,,05.04.2024,"157,00",05.04.2024,"157,00",,
,,,,,,,,06.04.2024,"364,00",06.04.2024,"364,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"1056,00",08.04.2024,"1056,00",,
,,,,,,,,09.04.2024,"1138,00",09.04.2024,"1138,00",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"669,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"580,00",13.04.2024,"1080,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"952,00",18.04.2024,"952,00",,
,,,,,,,,19.04.2024,"781,00",19.04.2024,"781,00",,
,,,,,,,,20.04.2024,"944,00",20.04.2024,"944,00",,
,,,,,,,,21.04.2024,"822,00",21.04.2024,"822,00",,
,,,,,,,,22.04.2024,"873,00",22.04.2024,"873,00",,
,,,,,,,,23.04.2024,"536,00",23.04.2024,"536,00",,
,,,,,,,,24.04.2024,"106,00",24.04.2024,"106,00",,
,,,,,,,,25.04.2024,"460,00",25.04.2024,"460,00",,
,,,,,,,,26.04.2024,"222,00",26.04.2024,"222,00",,
,,,,,,,,27.04.2024,"125,00",27.04.2024,"125,00",,
,,,,,,,,28.04.2024,"719,00",28.04.2024,"719,00",,
,,,,,,,,29.04.2024,"945,00",29.04.2024,"945,00",,
,,,,,,,,30.04.2024,"421,00",30.04.2024,"421,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,АС399730,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,8830,11,6
,,,,,,,,,,05.04.2024,"555,00",,
,,,,,,,,,,08.04.2024,"904,00",,
,,,,,,,,,,09.04.2024,"1213,00",,
,,,,,,,,,,10.04.2024,"986,00",,
,,,,,,,,,,12.04.2024,"1219,00",,
,,,,,,,,,,16.04.2024,"665,00",,
,,,,,,,,,,17.04.2024,"808,00",,
,,,,,,,,,,18.04.2024,"980,00",,
,,,,,,,,,,25.04.2024,"350,00",,
,,,,,,,,,,26.04.2024,"1150,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Н594НВ65,Котласская механизированная дистанция ПРР и КО,Прочие,,,,1551,,1851,3,"5,6"
,,,,,,,,05.04.2024,"455,00",05.04.2024,"455,00",,
,,,,,,,,08.04.2024,"204,00",08.04.2024,"204,00",,
,,,,,,,,09.04.2024,"213,00",09.04.2024,"213,00",,
,,,,,,,,10.04.2024,"17,00",10.04.2024,"317,00",,
,,,,,,,,12.04.2024,"9,00",12.04.2024,"9,00",,
,,,,,,,,16.04.2024,"65,00",16.04.2024,"65,00",,
,,,,,,,,17.04.2024,"208,00",17.04.2024,"208,00",,
,,,,,,,,18.04.2024,"80,00",18.04.2024,"80,00",,
,,,,,,,,25.04.2024,"150,00",25.04.2024,"150,00",,
,,,,,,,,26.04.2024,"150,00",26.04.2024,"150,00",,
СЕВЕРНАЯ ЖД,ЦМ,ДВОСТ ДМ,АТ050166,,Прочие,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,ДВОСТ ДМ,АТ050066,,Прочие,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,М900ЕХ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,3688,,0,2,"5,9"
,,,,,,,,04.04.2024,"309,00",,,,
,,,,,,,,08.04.2024,"523,00",,,,
,,,,,,,,09.04.2024,"42,00",,,,
,,,,,,,,10.04.2024,"32,00",,,,
,,,,,,,,17.04.2024,"31,00",,,,
,,,,,,,,18.04.2024,"27,00",,,,
,,,,,,,,19.04.2024,"591,00",,,,
,,,,,,,,20.04.2024,"971,00",,,,
,,,,,,,,25.04.2024,"1013,00",,,,
,,,,,,,,26.04.2024,"37,00",,,,
,,,,,,,,27.04.2024,"112,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,4400ХА07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,0003ВН74,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,"204,36",13,"5,8"
,,,,,,,,,,01.04.2024,"180,00",,
,,,,,,,,,,03.04.2024,"19,00",,
,,,,,,,,,,15.04.2024,"5,36",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,ВА009050,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,О614НМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,4171,,0,0,"5,2"
,,,,,,,,05.04.2024,"555,00",,,,
,,,,,,,,08.04.2024,"204,00",,,,
,,,,,,,,09.04.2024,"213,00",,,,
,,,,,,,,10.04.2024,"1217,00",,,,
,,,,,,,,12.04.2024,"1029,00",,,,
,,,,,,,,16.04.2024,"665,00",,,,
,,,,,,,,17.04.2024,"208,00",,,,
,,,,,,,,18.04.2024,"80,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,О750НМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,14088,,14388,11,"5,9"
,,,,,,,,01.04.2024,"876,00",01.04.2024,"876,00",,
,,,,,,,,02.04.2024,"1147,00",02.04.2024,"1147,00",,
,,,,,,,,03.04.2024,"979,00",03.04.2024,"979,00",,
,,,,,,,,04.04.2024,"956,00",04.04.2024,"956,00",,
,,,,,,,,05.04.2024,"1157,00",05.04.2024,"1157,00",,
,,,,,,,,06.04.2024,"364,00",06.04.2024,"664,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"681,00",08.04.2024,"681,00",,
,,,,,,,,09.04.2024,"1138,00",09.04.2024,"1138,00",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"580,00",13.04.2024,"580,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"952,00",18.04.2024,"952,00",,
,,,,,,,,27.04.2024,"925,00",27.04.2024,"925,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,К731ВХ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,10161,,9861,10,"5,6"
,,,,,,,,05.04.2024,"555,00",05.04.2024,"555,00",,
,,,,,,,,08.04.2024,"1204,00",08.04.2024,"904,00",,
,,,,,,,,09.04.2024,"1213,00",09.04.2024,"1213,00",,
,,,,,,,,10.04.2024,"1017,00",10.04.2024,"1017,00",,
,,,,,,,,12.04.2024,"1219,00",12.04.2024,"1219,00",,
,,,,,,,,16.04.2024,"665,00",16.04.2024,"665,00",,
,,,,,,,,17.04.2024,"808,00",17.04.2024,"808,00",,
,,,,,,,,18.04.2024,"980,00",18.04.2024,"980,00",,
,,,,,,,,25.04.2024,"1350,00",25.04.2024,"1350,00",,
,,,,,,,,26.04.2024,"1150,00",26.04.2024,"1150,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р107ХН07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,20317,,20317,5,"5,9"
,,,,,,,,01.04.2024,"876,00",01.04.2024,"876,00",,
,,,,,,,,02.04.2024,"1147,00",02.04.2024,"1147,00",,
,,,,,,,,03.04.2024,"979,00",03.04.2024,"979,00",,
,,,,,,,,04.04.2024,"956,00",04.04.2024,"956,00",,
,,,,,,,,05.04.2024,"1157,00",05.04.2024,"1157,00",,
,,,,,,,,06.04.2024,"364,00",06.04.2024,"364,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"681,00",08.04.2024,"681,00",,
,,,,,,,,09.04.2024,"1138,00",09.04.2024,"1138,00",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"580,00",13.04.2024,"580,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"952,00",18.04.2024,"952,00",,
,,,,,,,,19.04.2024,"781,00",19.04.2024,"781,00",,
,,,,,,,,20.04.2024,"944,00",20.04.2024,"944,00",,
,,,,,,,,21.04.2024,"822,00",21.04.2024,"822,00",,
,,,,,,,,22.04.2024,"873,00",22.04.2024,"873,00",,
,,,,,,,,23.04.2024,"536,00",23.04.2024,"536,00",,
,,,,,,,,24.04.2024,"106,00",24.04.2024,"106,00",,
,,,,,,,,25.04.2024,"460,00",25.04.2024,"460,00",,
,,,,,,,,26.04.2024,"222,00",26.04.2024,"222,00",,
,,,,,,,,27.04.2024,"925,00",27.04.2024,"925,00",,
,,,,,,,,28.04.2024,"719,00",28.04.2024,"719,00",,
,,,,,,,,29.04.2024,"345,00",29.04.2024,"345,00",,
,,,,,,,,30.04.2024,"421,00",30.04.2024,"421,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,О063НМ07,Котласская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,2451,,6736,10,"1,6"
,,,,,,,,05.04.2024,"555,00",02.04.2024,1341,,
,,,,,,,,08.04.2024,"204,00",03.04.2024,1024,,
,,,,,,,,09.04.2024,"213,00",05.04.2024,"555,00",,
,,,,,,,,10.04.2024,"17,00",08.04.2024,"204,00",,
,,,,,,,,12.04.2024,"9,00",09.04.2024,"213,00",,
,,,,,,,,16.04.2024,"665,00",10.04.2024,"17,00",,
,,,,,,,,17.04.2024,"208,00",12.04.2024,"1029,00",,
,,,,,,,,18.04.2024,"80,00",16.04.2024,"665,00",,
,,,,,,,,25.04.2024,"350,00",17.04.2024,"208,00",,
,,,,,,,,26.04.2024,"150,00",18.04.2024,"980,00",,
,,,,,,,,,,25.04.2024,"350,00",,
,,,,,,,,,,26.04.2024,"150,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,О644НМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,15817,,"26,76",7,"2,5"
,,,,,,,,01.04.2024,"876,00",03.04.2024,"26,76",,
,,,,,,,,02.04.2024,"147,00",,,,
,,,,,,,,03.04.2024,"79,00",,,,
,,,,,,,,04.04.2024,"156,00",,,,
,,,,,,,,05.04.2024,"157,00",,,,
,,,,,,,,06.04.2024,"364,00",,,,
,,,,,,,,07.04.2024,"163,00",,,,
,,,,,,,,08.04.2024,"681,00",,,,
,,,,,,,,09.04.2024,"1138,00",,,,
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"580,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,16.04.2024,"912,00",,,,
,,,,,,,,17.04.2024,"978,00",,,,
,,,,,,,,18.04.2024,"952,00",,,,
,,,,,,,,19.04.2024,"781,00",,,,
,,,,,,,,20.04.2024,"944,00",,,,
,,,,,,,,21.04.2024,"822,00",,,,
,,,,,,,,22.04.2024,"873,00",,,,
,,,,,,,,23.04.2024,"536,00",,,,
,,,,,,,,24.04.2024,"106,00",,,,
,,,,,,,,25.04.2024,"460,00",,,,
,,,,,,,,26.04.2024,"222,00",,,,
,,,,,,,,27.04.2024,"125,00",,,,
,,,,,,,,28.04.2024,"719,00",,,,
,,,,,,,,29.04.2024,"345,00",,,,
,,,,,,,,30.04.2024,"421,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,16392,,"960,36",5,"4,6"
,,,,,,,,01.04.2024,"876,00",01.04.2024,"876,00",,
,,,,,,,,02.04.2024,"347,00",03.04.2024,"79,00",,
,,,,,,,,03.04.2024,"79,00",15.04.2024,"5,36",,
,,,,,,,,04.04.2024,"156,00",,,,
,,,,,,,,05.04.2024,"157,00",,,,
,,,,,,,,06.04.2024,"364,00",,,,
,,,,,,,,07.04.2024,"163,00",,,,
,,,,,,,,08.04.2024,"1056,00",,,,
,,,,,,,,09.04.2024,"1138,00",,,,
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"580,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,16.04.2024,"912,00",,,,
,,,,,,,,17.04.2024,"978,00",,,,
,,,,,,,,18.04.2024,"952,00",,,,
,,,,,,,,19.04.2024,"781,00",,,,
,,,,,,,,20.04.2024,"944,00",,,,
,,,,,,,,21.04.2024,"822,00",,,,
,,,,,,,,22.04.2024,"873,00",,,,
,,,,,,,,23.04.2024,"536,00",,,,
,,,,,,,,24.04.2024,"106,00",,,,
,,,,,,,,25.04.2024,"460,00",,,,
,,,,,,,,26.04.2024,"222,00",,,,
,,,,,,,,27.04.2024,"125,00",,,,
,,,,,,,,28.04.2024,"719,00",,,,
,,,,,,,,29.04.2024,"345,00",,,,
,,,,,,,,30.04.2024,"421,00",,,,
,,,,,,,,,,,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,К940ВТ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,0,,0,0,0
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,"16863,14",,"6001,65",6,"3,2"
,,,,,,,,01.04.2024,"876,00",10.04.2024,"269,00",,
,,,,,,,,02.04.2024,"347,00",11.04.2024,"454,65",,
,,,,,,,,03.04.2024,"79,00",12.04.2024,"939,00",,
,,,,,,,,04.04.2024,"156,00",13.04.2024,"580,00",,
,,,,,,,,05.04.2024,"157,00",15.04.2024,"619,00",,
,,,,,,,,06.04.2024,"364,00",16.04.2024,"912,00",,
,,,,,,,,07.04.2024,"163,00",17.04.2024,"978,00",,
,,,,,,,,08.04.2024,"1056,00",18.04.2024,"952,00",,
,,,,,,,,09.04.2024,"1138,00",20.04.2024,"298,00",,
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"580,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,16.04.2024,"912,00",,,,
,,,,,,,,17.04.2024,"978,00",,,,
,,,,,,,,18.04.2024,"952,00",,,,
,,,,,,,,19.04.2024,"781,00",,,,
,,,,,,,,20.04.2024,"904,14",,,,
,,,,,,,,21.04.2024,"822,00",,,,
,,,,,,,,22.04.2024,"873,00",,,,
,,,,,,,,23.04.2024,"536,00",,,,
,,,,,,,,24.04.2024,"106,00",,,,
,,,,,,,,25.04.2024,"460,00",,,,
,,,,,,,,26.04.2024,"222,00",,,,
,,,,,,,,27.04.2024,"125,00",,,,
,,,,,,,,28.04.2024,"719,00",,,,
,,,,,,,,29.04.2024,"345,00",,,,
,,,,,,,,30.04.2024,"932,00",,,,
,,,,,,,,,,,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,О670НМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,4490,,"320,13",12,6
,,,,,,,,05.04.2024,"155,00",10.04.2024,"320,13",,
,,,,,,,,08.04.2024,"204,00",,,,
,,,,,,,,09.04.2024,"213,00",,,,
,,,,,,,,10.04.2024,"517,00",,,,
,,,,,,,,12.04.2024,"919,00",,,,
,,,,,,,,16.04.2024,"76,00",,,,
,,,,,,,,17.04.2024,"208,00",,,,
,,,,,,,,18.04.2024,"98,00",,,,
,,,,,,,,25.04.2024,"950,00",,,,
,,,,,,,,26.04.2024,"1150,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,О964НМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,12567,,"17063,14",1,6
,,,,,,,,01.04.2024,"173,00",01.04.2024,"876,00",,
,,,,,,,,02.04.2024,"347,00",02.04.2024,"347,00",,
,,,,,,,,03.04.2024,"279,00",03.04.2024,"279,00",,
,,,,,,,,04.04.2024,"156,00",04.04.2024,"156,00",,
,,,,,,,,05.04.2024,"157,00",05.04.2024,"157,00",,
,,,,,,,,06.04.2024,"364,00",06.04.2024,"364,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"56,00",08.04.2024,"1056,00",,
,,,,,,,,09.04.2024,"138,00",09.04.2024,"1138,00",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"180,00",13.04.2024,"580,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"223,00",18.04.2024,"952,00",,
,,,,,,,,19.04.2024,"781,00",19.04.2024,"781,00",,
,,,,,,,,20.04.2024,"907,14",20.04.2024,"904,14",,
,,,,,,,,21.04.2024,"822,00",21.04.2024,"822,00",,
,,,,,,,,22.04.2024,"873,00",22.04.2024,"873,00",,
,,,,,,,,23.04.2024,"536,00",23.04.2024,"536,00",,
,,,,,,,,24.04.2024,"135,00",24.04.2024,"106,00",,
,,,,,,,,25.04.2024,"463,00",25.04.2024,"460,00",,
,,,,,,,,26.04.2024,"222,86",26.04.2024,"222,00",,
,,,,,,,,27.04.2024,"125,00",27.04.2024,"125,00",,
,,,,,,,,28.04.2024,"719,00",28.04.2024,"719,00",,
,,,,,,,,29.04.2024,"145,00",29.04.2024,"345,00",,
,,,,,,,,30.04.2024,"432,00",30.04.2024,"932,00",,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р615ХН07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,2248,,0,5,"5,6"
,,,,,,,,01.04.2024,"286,00",,,,
,,,,,,,,03.04.2024,"56,00",,,,
,,,,,,,,06.04.2024,"189,00",,,,
,,,,,,,,09.04.2024,"165,00",,,,
,,,,,,,,10.04.2024,"564,00",,,,
,,,,,,,,11.04.2024,"49,00",,,,
,,,,,,,,12.04.2024,"16,00",,,,
,,,,,,,,15.04.2024,"8,00",,,,
,,,,,,,,18.04.2024,"28,00",,,,
,,,,,,,,19.04.2024,"298,00",,,,
,,,,,,,,20.04.2024,"10,00",,,,
,,,,,,,,23.04.2024,"54,00",,,,
,,,,,,,,24.04.2024,"14,00",,,,
,,,,,,,,25.04.2024,"22,00",,,,
,,,,,,,,26.04.2024,"455,00",,,,
,,,,,,,,27.04.2024,"26,00",,,,
,,,,,,,,28.04.2024,"8,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С156ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,14169,,"12,07",11,"5,9"
,,,,,,,,01.04.2024,"876,00",08.04.2024,"12,07",,
,,,,,,,,02.04.2024,"347,00",,,,
,,,,,,,,03.04.2024,"279,00",,,,
,,,,,,,,04.04.2024,"156,00",,,,
,,,,,,,,05.04.2024,"157,00",,,,
,,,,,,,,06.04.2024,"364,00",,,,
,,,,,,,,07.04.2024,"163,00",,,,
,,,,,,,,08.04.2024,"56,00",,,,
,,,,,,,,09.04.2024,"138,00",,,,
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"180,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,16.04.2024,"912,00",,,,
,,,,,,,,17.04.2024,"978,00",,,,
,,,,,,,,18.04.2024,"952,00",,,,
,,,,,,,,19.04.2024,"781,00",,,,
,,,,,,,,20.04.2024,"907,14",,,,
,,,,,,,,21.04.2024,"822,00",,,,
,,,,,,,,22.04.2024,"873,00",,,,
,,,,,,,,23.04.2024,"536,00",,,,
,,,,,,,,24.04.2024,"105,00",,,,
,,,,,,,,25.04.2024,"463,00",,,,
,,,,,,,,26.04.2024,"222,86",,,,
,,,,,,,,27.04.2024,"125,00",,,,
,,,,,,,,28.04.2024,"719,00",,,,
,,,,,,,,29.04.2024,"345,00",,,,
,,,,,,,,30.04.2024,"432,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,Р065ХН07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,12367,,"1246,78",11,"3,6"
,,,,,,,,01.04.2024,"173,00",01.04.2024,"173,00",,
,,,,,,,,02.04.2024,"347,00",02.04.2024,"347,00",,
,,,,,,,,03.04.2024,"279,00",03.04.2024,"279,00",,
,,,,,,,,04.04.2024,"156,00",04.04.2024,"156,00",,
,,,,,,,,05.04.2024,"157,00",05.04.2024,"157,00",,
,,,,,,,,06.04.2024,"364,00",20.04.2024,"134,78",,
,,,,,,,,07.04.2024,"163,00",,,,
,,,,,,,,08.04.2024,"56,00",,,,
,,,,,,,,09.04.2024,"138,00",,,,
,,,,,,,,10.04.2024,"269,00",,,,
,,,,,,,,11.04.2024,"453,00",,,,
,,,,,,,,12.04.2024,"939,00",,,,
,,,,,,,,13.04.2024,"180,00",,,,
,,,,,,,,15.04.2024,"619,00",,,,
,,,,,,,,16.04.2024,"912,00",,,,
,,,,,,,,17.04.2024,"978,00",,,,
,,,,,,,,18.04.2024,"23,00",,,,
,,,,,,,,19.04.2024,"781,00",,,,
,,,,,,,,20.04.2024,"907,14",,,,
,,,,,,,,21.04.2024,"822,00",,,,
,,,,,,,,22.04.2024,"873,00",,,,
,,,,,,,,23.04.2024,"536,00",,,,
,,,,,,,,24.04.2024,"135,00",,,,
,,,,,,,,25.04.2024,"463,00",,,,
,,,,,,,,26.04.2024,"222,86",,,,
,,,,,,,,27.04.2024,"125,00",,,,
,,,,,,,,28.04.2024,"719,00",,,,
,,,,,,,,29.04.2024,"145,00",,,,
,,,,,,,,30.04.2024,"432,00",,,,
СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С741ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,11910,,"11917,1",9,"4,8"
,,,,,,,,01.04.2024,"123,00",01.04.2024,"123,00",,
,,,,,,,,02.04.2024,"347,00",02.04.2024,"347,00",,
,,,,,,,,03.04.2024,"279,00",03.04.2024,"279,00",,
,,,,,,,,04.04.2024,"156,00",04.04.2024,"156,00",,
,,,,,,,,05.04.2024,"157,00",05.04.2024,"157,00",,
,,,,,,,,06.04.2024,"364,00",06.04.2024,"364,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"56,00",08.04.2024,"56,00",,
,,,,,,,,09.04.2024,"131,00",09.04.2024,"138,10",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"180,00",13.04.2024,"180,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"23,00",18.04.2024,"23,00",,
,,,,,,,,19.04.2024,"781,00",19.04.2024,"781,00",,
,,,,,,,,20.04.2024,"907,14",20.04.2024,"907,14",,
,,,,,,,,21.04.2024,"822,00",21.04.2024,"822,00",,
,,,,,,,,22.04.2024,"873,00",22.04.2024,"873,00",,
,,,,,,,,23.04.2024,"536,00",23.04.2024,"536,00",,
,,,,,,,,24.04.2024,"135,00",24.04.2024,"135,00",,
,,,,,,,,25.04.2024,"63,00",25.04.2024,"63,00",,
